id,url,ticker,indice_sector,periodo,fecha,titulo,regimen_mercado
311,https://www.ft.com/content/8f4463c8-1e83-4bfc-a370-62cd41c35bf1?syn-25a6b1a6=1,^NDX,NASDAQ 100,subidas auge ia generativa,2023-12-15,ESG gains would be few without the Magnificent Seven,bullish
312,https://finance.yahoo.com/news/ai-primed-power-another-dot-172106385.html,^NDX,NASDAQ 100,subidas auge ia generativa,2023-05-24,AI Is Primed to Power Another Dot-Com Tech Boom,bullish
313,https://www.investing.com/analysis/heres-how-to-jump-on-the-nvidia-and-meta-bandwagon-at-this-point-200638719,^NDX,NASDAQ 100,subidas auge ia generativa,2023-06-05,Here's How to Jump on the Nvidia and Meta Bandwagon at This Point,bullish
314,https://finance.yahoo.com/news/read-mercer-ai-2023-performance-131543811.html,^NDX,NASDAQ 100,subidas auge ia generativa,2023-12-29,READ: Mercer on AI’s 2023 Performance & Expectations for 2024,bullish
315,https://www.expansion.com/mercados/2023/07/26/64c05dcb468aeb9a778b45a8.html,^NDX,NASDAQ 100,subidas auge ia generativa,2023-07-26,La IA sacar� a la luz oportunidades de inversi�n indetectables,bullish
316,https://www.elconfidencial.com/mercados/2023-07-15/entusiasmo-tecnologicas-mercados_3700614/,^NDX,NASDAQ 100,subidas auge ia generativa,2023-07-15,Resultados en Wall Street: cuidado con el entusiasmo por las grandes tecnológicas,bullish
317,https://www.expansion.com/economia-digital/2023/11/29/65677d42e5fdeac5598b4648.html,^NDX,NASDAQ 100,subidas auge ia generativa,2023-11-29,Del éxito de ChatGPT a la implosión de OpenAI: así ha sido el gran año de la inteligencia artificial,bullish
318,https://www.eleconomista.es/mercados-cotizaciones/noticias/12369787/07/23/el-nasdaq-100-se-rebalancea-para-quitar-peso-a-sus-gigantes-a-que-fondos-afecta-en-espana.html,^NDX,NASDAQ 100,subidas auge ia generativa,2023-07-17,El Nasdaq 100 se rebalancea para quitar peso a sus gigantes: a qué fondos afecta en España,bullish
319,https://cincodias.elpais.com/mercados-financieros/2023-07-31/hay-riesgo-de-burbuja-en-la-inteligencia-artificial.html,^NDX,NASDAQ 100,subidas auge ia generativa,2023-07-31,¿Hay riesgo de burbuja  en la inteligencia artificial?,bullish
320,https://www.cnbc.com/2018/10/19/charts-point-to-more-trouble-for-the-nasdaq-100-tradinganalysiscom.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-10-19,Charts point to more trouble for the Nasdaq 100: TradingAnalysis.com,sideways
321,https://www.cnbc.com/2018/11/30/trump-xi-talks-could-spark-explosion-higher-for-stocks-like-apple----or-a-bear-market-.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-11-30,Trump-Xi talks could send stocks like Apple higher -- or lead to bear market,sideways
322,https://www.investing.com/analysis/no-holiday-cheer-yet-as-panic-mode-does-major-technical-damage-despite-attractive-200366834,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-11,Still No Holiday Cheer; Panic Damages Market Despite Attractive Valuations,sideways
323,https://www.cnbc.com/2018/11/16/trump-trade-war-with-china-could-disrupt-traditional-thanksgiving-rally.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-11-17,Trump trade war with China could disrupt traditional Thanksgiving rally,sideways
324,https://www.cnbc.com/2018/12/03/us-china-trade-war-still-on-despite-trump-xi-90-days-truce-experts.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-03,US-China trade war still on despite Trump-Xi 90 days truce: Experts,sideways
325,https://www.investing.com/analysis/week-ahead-200370470,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-23,Week Ahead: NASDAQ Enters Bear Market; Will Other U.S. Indices Follow?,sideways
326,https://www.investing.com/analysis/arresting-developments-at-another-oversold-edge-200365959,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-07,Arresting Developments At Another Oversold Edge,sideways
327,https://www.cnbc.com/2018/12/08/its-a-messy-correction--not-a-bear-market-money-manager-says.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-08,"It's a 'messy correction' – not a bear market, money manager says",sideways
328,https://www.cnbc.com/2018/12/20/nasdaq-enters-bear-market-as-investors-ditch-pricey-faang-stocks.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-20,"Nasdaq enters bear market territory, down 20%",sideways
329,https://www.cnbc.com/2018/11/30/market-looks-for-clarity-on-tariffs-with-china-to-figure-out-2019.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-11-30,Market looks for clarity on tariffs with China to figure out 2019,sideways
330,https://www.cnbc.com/2018/12/09/dow-futures-drop-200-points-as-sell-off-is-set-to-continue-in-new-week.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-09,Dow erases 500-point drop and closes higher in another wild session on Wall Street,sideways
331,https://www.cnbc.com/2018/12/06/stock-market-slide-accelerates-as-huawei-arrest-creates-fear-backlash-will-slam-trade-global-economy.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-06,Here's why the arrest of a Huawei executive is ripping the stock market,sideways
332,https://www.cnbc.com/2018/11/23/trumps-trade-talks-with-china-could-snap-markets-out-of-their-funk.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-11-23,Trump's trade talks with China could snap markets out of their funk,sideways
333,https://www.cnbc.com/2018/11/27/btig-stocks-could-lose-another-14percent-on-us-china-economic-cold-war.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-11-27,BTIG: Stocks could lose another 14% on US-China economic cold war,sideways
334,https://www.cnbc.com/2018/11/29/its-now-up-to-president-trump-to-rescue-the-stock-market-from-ending-2018-in-the-red.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-11-29,It's now up to President Trump to rescue the stock market from ending 2018 in the red,sideways
335,https://www.cnbc.com/2018/12/07/trumps-trade-war-has-cost-the-sp-10percent-this-year-jp-morgan-estimates.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-07,"Trump's trade war has cost the S&P 10% this year, JP Morgan estimates",sideways
336,https://www.cnbc.com/2018/12/03/trump-xi-agreed-to-non-escalation-china-under-pressure-expert.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-03,"Trump, Xi agreed to 'non-escalation,' China under pressure: Expert",sideways
337,https://www.cnbc.com/2018/12/06/the-market-is-tanking-this-week-heres-what-you-need-to-know.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-06,The market is tanking this week: Here's what you need to know,sideways
338,https://www.investing.com/analysis/jeff-gundlach-thinks-that-a-bear-market-has-started-is-he-right-200368939,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-18,"Jeff Gundlach Thinks That A Bear Market Has Started, Is He Right?",sideways
339,https://www.cnbc.com/2018/10/26/trump-goes-quiet-as-stock-market-falls-on-trade-war-rate-hikes.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-10-28,"Trump goes quiet as stock market falls on trade war, rate hikes",sideways
340,https://cincodias.elpais.com/cincodias/2018/12/06/companias/1544078736_420210.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-06,"La industria tecnológica, pendiente del desafío de EE UU con el arresto de la jefa financiera de Huawei",sideways
341,https://www.elconfidencial.com/mercados/2018-12-26/wall-street-peores-trimestres-historia-moderna_1728290/,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-26,Wall St. ante uno de los peores trimestres de su historia ¿corrección o cambio de ciclo?,sideways
342,https://cincodias.elpais.com/cincodias/2018/12/25/mercados/1545736439_339803.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-25,Las Bolsas mundiales registran fuertes caídas y ponen fin al largo ciclo alcista,sideways
343,https://www.elmundo.es/economia/macroeconomia/2018/12/26/5c228bde21efa045458b47c1.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-26,El caos político de EEUU eleva la presión y la incertidumbre en Wall Street,sideways
344,https://www.elmundo.es/economia/2018/12/09/5c0d5fd4fc6c830a6d8b469a.html,^NDX,NASDAQ 100,lateralizacion guerra comercial eeuu china,2018-12-09,HUAWEI: EEUU no planea extender la tregua de 90 días en la guerra comercial con China,sideways
345,http://www.marketwatch.com/story/hunting-for-tech-gems-in-stock-market-wreckage,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-08-20,Still sparkling: Tech darlings and value,sideways
346,https://www.economist.com/business/2004/08/19/losing-the-hp-way,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-08-19,Losing the HP way,sideways
347,https://www.economist.com/special-report/2004/04/01/after-the-drought,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-04-01,After the drought,sideways
348,https://www.economist.com/unknown/2004/08/20/googles-ipo-rollercoaster,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-08-20,Google’s IPO rollercoaster,sideways
349,https://www.economist.com/news/2004/07/23/giving-75-billion-back-with-plenty-to-spare,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-07-23,"Giving $75 billion back, with plenty to spare",sideways
350,https://www.economist.com/business/2004/06/24/growth-stocks-anyone,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-06-24,"Growth stocks, anyone?",sideways
351,https://www.economist.com/economic-and-financial-indicators/2004/08/26/hedge-fund-performance,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-08-26,Hedge-fund performance,sideways
352,https://www.economist.com/finance-and-economics/2004/04/01/the-golden-spigot,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-04-01,The golden spigot,sideways
353,https://www.economist.com/finance-and-economics/2004/09/23/low-fidelity,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-09-23,Low Fidelity,sideways
354,https://www.marketwatch.com/archive/2004/07/29,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-07-01,"Market Watch News and Videos for July, 29 2004",sideways
355,https://www.economist.com/unknown/2004/04/02/fightback-or-death-rattle,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-04-02,Fightback or death-rattle?,sideways
356,https://www.economist.com/finance-and-economics/2004/07/08/reeling-and-dealing,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-07-08,Reeling and dealing,sideways
357,https://cincodias.elpais.com/cincodias/2004/07/17/mercados/1090158433_850215.html,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-07-16,El sector tecnológico cae   a mínimos de 14 meses,sideways
358,https://cincodias.elpais.com/cincodias/2004/07/13/mercados/1089809970_850215.html,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-07-12,Dificultades de nuevo en los fondos de tecnología,sideways
359,https://cincodias.elpais.com/cincodias/2004/05/15/mercados/1084863932_850215.html,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-05-14,Internet  vuelve a escena,sideways
360,https://cincodias.elpais.com/cincodias/2004/08/21/mercados/1093331129_850215.html,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-08-20,Los gestores de fondos tecnológicos dan la espalda a Google,sideways
361,https://www.elmundo.es/navegante/2004/06/28/empresas/1088411650.html,^NDX,NASDAQ 100,lateralizacion recuperacion lenta tech,2004-06-28,Silicon Valley sale poco a poco de su propio letargo,sideways
362,https://www.investing.com/analysis/fomc-earnings-playbook-for-nasdaq-usdjpy-and-nzdusd-200640374,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-26,"FOMC, Earnings Playbook for Nasdaq, USD/JPY, and NZD/USD",sideways
363,https://www.investing.com/analysis/the-stock-market-bet-wrong-on-fed-rate-cuts-200642028,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-09-21,The Stock Market Bet Wrong on Fed Rate Cuts,sideways
364,https://finance.yahoo.com/news/higher-rate-indigestion-144502815.html,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-08-22,Higher Rate Indigestion,sideways
365,https://www.barrons.com/livecoverage/stock-market-today-102323/card/u-s-stock-futures-slip-with-bond-yields-big-tech-earnings-in-focus-TYLj0coWDK8owifEbHbE,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-10-23,"U.S. Stock Futures Drop With Bond Yields, Big Tech Earnings in Focus",sideways
366,https://www.barrons.com/livecoverage/stock-market-today-082123/card/tech-stocks-have-taken-a-hit-bond-yields-are-the-culprit--owynGLnpsT6acgycoHl1,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-08-21,Stock Market News,sideways
367,https://www.barrons.com/livecoverage/stock-market-today-092123/card/big-tech-is-getting-tired-after-massive-2023-rally-B850Bx0qCuLTP4EVPilu,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-09-21,Stock Market News,sideways
368,https://www.ft.com/content/35dae6f7-9554-442d-abfa-608adcbc72aa,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-17,The Nasdaq-100 is being reshuffled so it’s slightly less tech top-heavy,sideways
369,https://www.barrons.com/livecoverage/stock-market-today-101023/card/u-s-stock-futures-rise-as-bond-yields-fall-on-hopes-that-fed-rate-hikes-are-done-5aYW9L1GpBId3tHKZ5vj,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-10-10,U.S. Stock Futures Steady Amid Hopes That Rate Hikes Are Done,sideways
370,https://www.barrons.com/livecoverage/stock-market-today-101323/card/philadelphia-fed-president-patrick-harker-is-in-for-a-rate-pause-jv31xr2eIZ4HX7XOasl6,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-10-13,Philadelphia Fed President Patrick Harker Is In for a Rate Pause,sideways
371,https://www.investing.com/analysis/large-cap-tech-eyeing-massive-implication-level-200640264,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-21,Large Cap Tech Eyeing Massive Implication Level,sideways
372,https://klementoninvesting.substack.com/p/forget-about-the-fed-decision,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-25,Klement on Investing,sideways
373,https://www.cnbc.com/2023/07/11/nasdaq-100-to-undergo-rejiggering-because-a-few-tech-stocks-are-now-too-big.html,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-11,Nasdaq 100 to undergo rejiggering because few tech stocks now too big,sideways
374,https://www.barrons.com/articles/nasdaq-100-special-rebalance-apple-stock-price-98515240,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-10,"Why Nasdaq 100 Special Rebalance Is Hitting Apple Stock, Rest of Big Tech",sideways
375,https://www.investing.com/analysis/deflation-stagflation-or-crackup-inflation-what-lies-ahead-for-the-economy-200641845,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-09-14,"Deflation, Stagflation, or Crack-Up Inflation: What Lies Ahead for the Economy?",sideways
376,https://www.investing.com/analysis/earnings-growth-not-fed-policy-drives-stock-market-returns-200640288,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-24,The Liquidity Illusion,sideways
377,https://www.investing.com/analysis/q4-kicks-off-amid-significant-risks-is-the-bull-market-already-over-200642331,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-10-03,Q4 Kicks Off Amid Significant Risks: Is the Bull Market Already Over?,sideways
378,https://www.investing.com/analysis/market-fireworks-continue-whats-in-store-for-the-second-half-200639600,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-03,Market Fireworks Continue: What’s in Store for the Second Half?,sideways
379,https://finance.yahoo.com/news/big-tech-gains-force-nasdaq-014009503.html,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-20,Big Tech Gains Force Nasdaq 100 Rebalance,sideways
380,https://finance.yahoo.com/news/nasdaq-100-rebalance-etf-investors-200100622.html,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-07-24,Nasdaq-100 Rebalance: What ETF Investors Should Know,sideways
381,https://cincodias.elpais.com/mercados-financieros/2023-10-30/la-fed-prepara-el-terreno-para-subir-tipos-antes-de-fin-de-ano-aunque-no-este-miercoles.html,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-10-30,"La Fed prepara el terreno para subir tipos antes de fin de año, aunque no este miércoles",sideways
382,https://www.elconfidencial.com/mercados/the-wall-street-journal/2023-10-16/la-fed-confia-demasiado-en-que-los-mercados_3754045/,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-10-16,La Fed confía demasiado en que los mercados le ayuden a no subir más los tipos,sideways
383,https://www.expansion.com/mercados/2023/10/19/6530685fe5fdea5e5b8b4651.html,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-10-18,"Los gigantes de Wall Street, atentos a la pr�xima decisi�n de la Reserva Federal",sideways
384,https://www.eleconomista.es/mercados-cotizaciones/noticias/12461608/09/23/wall-street-rescata-la-opcion-put-de-la-fed-ante-el-temor-de-unos-tipos-altos-durante-mas-tiempo.html,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-09-26,Wall Street rescata la opción 'put' de la Fed ante el temor a unos tipos altos durante más tiempo,sideways
385,https://www.expansion.com/opinion/2023/08/26/64e92488e5fdea376b8b4598.html,^NDX,NASDAQ 100,lateralizacion espera de politica monetaria,2023-08-25,Powell nubla las expectativas de tipos,sideways
386,https://www.cnbc.com/2020/03/12/europe-markets-poised-to-open-lower-after-trump-restricts-european-travel-to-us.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-12,Europe markets plunge after Trump restricts European travel to US,bearish
387,https://www.cnbc.com/2020/03/16/european-markets-spooked-as-regional-shutdown-widens.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-16,European markets spooked as regional shutdown widens,bearish
388,https://www.cnbc.com/2020/03/18/european-markets-react-to-multi-billion-dollar-stimulus-pledges.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-18,European markets react to multi-billion dollar stimulus pledges,bearish
389,https://www.cnbc.com/2020/03/17/short-selling-bans-sweep-europe-in-hope-of-stemming-stock-market-bleeding.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-17,Short-selling bans sweep Europe in hope of stemming stock market bleeding,bearish
390,https://www.cnbc.com/2020/03/19/european-markets-shun-ecb-stimulus-package-and-head-for-lower-open.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-19,European markets react to ECB stimulus package,bearish
391,https://www.cnbc.com/2020/03/13/european-stocks-set-for-mixed-open-after-historic-sell-off.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-13,European stocks rally after historic sell-off,bearish
392,https://www.cnbc.com/2020/03/17/european-markets-focus-on-coronavirus.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-17,European markets focus on coronavirus,bearish
393,https://www.cnbc.com/2020/03/23/european-markets-shaky-as-coronavirus-outbreak-continues.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-23,European markets fall as coronavirus pandemic takes toll,bearish
394,https://www.cnbc.com/2020/03/09/european-markets-plunge-as-coronavirus-spreads-further-and-oil-slumps.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-09,European markets plunge as coronavirus spreads further and oil slumps,bearish
395,https://www.cnbc.com/2020/03/20/european-stocks-react-to-monetary-and-fiscal-measures-agnaist-virus.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-20,European stocks close higher as monetary and fiscal measures mount,bearish
396,https://www.cnbc.com/2020/03/12/stock-market-today-live.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-12,"Stock market live Thursday: Dow tanks 2,300 in worst day since Black Monday, S&P 500 bear market",bearish
397,https://www.cnbc.com/2020/03/10/european-markets-rebound-after-global-rout-amid-oil-virus-fears.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-10,European markets turn negative on oil and virus fears,bearish
398,https://finance.yahoo.com/news/stock-market-news-live-march-12-013620137.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-12,Stock market news live: Dow plunges 10% in biggest one-day percentage drop since 1987,bearish
399,https://www.cnbc.com/2020/03/16/coronavirus-live-updates-us-retail-closures-could-explode-irans-deaths-surge.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-16,"Coronavirus live updates: Telemedicine crashes, Trump offers August timeline",bearish
400,https://www.cnbc.com/2020/03/11/european-markets-focus-on-the-coronavirus.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-11,European markets close lower as coronavirus concerns persist,bearish
401,https://www.cnbc.com/2020/03/27/europe-markets-investors-monitor-coronavirus-and-stimulus-measures.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-27,Europe markets: Investors monitor coronavirus and stimulus measures,bearish
402,https://www.cnbc.com/2020/03/24/euro-zone-business-activity-collapses-in-march-as-coronavirus-spreads.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-24,Euro zone business activity collapses in March as coronavirus spreads,bearish
403,https://www.cnbc.com/2020/03/24/european-markets-react-to-fed-stimulus.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-24,European markets react to Fed stimulus,bearish
404,https://www.cnbc.com/2020/02/28/europe-markets-coronavirus-hammers-global-stocks.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-02-28,Europe markets: Coronavirus hammers global stocks,bearish
405,https://www.cnbc.com/2020/03/19/coronavirus-live-updates.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-19,"Coronavirus live updates: US has more than 13,000 cases, California says 25.5 million will get virus",bearish
406,https://cincodias.elpais.com/cincodias/2020/03/15/mercados/1584311841_535047.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-16,"Coronavirus La intervención de la Fed no evita otro batacazo histórico en Wall Street, que cae un 13%: La intervención de la Fed no evita otro batacazo histórico en Wall Street, que cae un 13%",bearish
407,https://cincodias.elpais.com/cincodias/2020/03/12/mercados/1583994351_431644.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-13,"El Ibex firma la peor sesión de su historia con una caída del 14,06% y Wall Street se desploma",bearish
408,https://www.lavanguardia.com/economia/20200317/474219239102/coronavirus-bolsas-hunden-gran-recesion-ibex-wall-street.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-17,Las bolsas ignoran los estímulos y se hunden por la inminente gran recesión,bearish
409,https://www.elmundo.es/economia/macroeconomia/2020/03/23/5e7871f921efa017298b4576.html,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-23,Coronavirus: Las bolsas apenas se inmutan y vuelven a caer tras el último paquete de estímulos de la Fed,bearish
410,https://www.elconfidencial.com/mercados/2020-03-16/bolsa-cotizaciones-mercados-lunes-negro-fed-coronavirus_2499875/,^STOXX50E,Euro Stoxx 50,caidas covid europa,2020-03-16,"El Ibex pierde otro 7,8% al cierre, pero salva 'in extremis' los mínimos de 2012",bearish
411,https://www.cnbc.com/2011/09/05/european-stocks-fall-sharply-as-debt-fears-hit-banks.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-09-05,European Stocks Fall Sharply as Debt Fears Hit Banks,bearish
412,https://www.cnbc.com/2011/07/18/why-banks-are-tanking.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-07-18,Why Banks Are Tanking,bearish
413,https://www.cnbc.com/2011/08/10/global-banking-crisis-fears-lurch-to-the-foreground.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-08-10,Global Banking Crisis Fears Lurch to the Foreground,bearish
414,https://www.cnbc.com/2011/08/10/stocks-drop-4-dow-skids-500-led-by-banks.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-08-10,"Stocks Drop 4%, Dow Skids 500, Led by Banks",bearish
415,https://www.cnbc.com/2011/08/16/latest-solution-for-euro-crisis-not-what-the-markets-wanted.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-08-16,Latest Solution for Euro Crisis: Not What the Markets Wanted,bearish
416,https://www.cnbc.com/2011/08/09/600point-dow-plunge-primes-europe-for-heavy-losses.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-08-09,600-Point Dow Plunge Primes Europe for Heavy Losses,bearish
417,https://www.cnbc.com/2011/06/24/unicredit-intesa-shares-sharply-lower.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-06-24,"UniCredit, Intesa Shares Sharply Lower",bearish
418,https://www.cnbc.com/2011/09/12/global-stock-selloff-to-continue-on-eu-debt-crisis-experts.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-09-12,Global Stock Selloff to Continue on EU Debt Crisis: Experts,bearish
419,https://www.cnbc.com/2011/06/15/stocks-fall-1-amid-greece-fears-pandora-up.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-06-15,Stocks Fall 1% Amid Greece Fears; Pandora Up,bearish
420,https://www.cnbc.com/2011/06/17/worries-grow-about-breadth-of-debt-crisis.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-06-17,Worries Grow About Breadth of Debt Crisis,bearish
421,https://www.cnbc.com/2011/08/05/euro-zone-crisis-resembles-us-turmoil-in-2008.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-08-05,Euro Zone Crisis Resembles US Turmoil in 2008,bearish
422,https://www.cnbc.com/2011/08/08/dow-skids-600-worst-day-since-credit-crisis.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-08-08,"Dow Skids 600, Worst Day Since Credit Crisis",bearish
423,https://www.cnbc.com/id/44352060,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-09-01,IMF and Euro Zone Clash Over Estimates,bearish
424,https://www.cnbc.com/2011/09/26/uncertainty-plagues-euro-zone-as-crisis-rages-on.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-09-26,Uncertainty Plagues Euro Zone as Crisis Rages On,bearish
425,https://www.cnbc.com/2011/08/19/europes-debt-crisis-wont-end-until-greece-defaults.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-08-19,Europe's Debt Crisis Won't End Until Greece Defaults,bearish
426,https://www.cnbc.com/2011/09/19/greek-default-could-tip-us-into-recession.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-09-19,Greek Default Could Tip US Into Recession,bearish
427,https://www.cnbc.com/2011/06/16/is-greece-the-next-lehman-brothers.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-06-16,Is Greece the Next Lehman Brothers?,bearish
428,https://www.cnbc.com/2011/05/23/what-is-behind-europes-stock-market-selloff.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-05-23,What Is Behind Europe's Stock Market Selloff?,bearish
429,https://www.cnbc.com/2011/05/25/why-a-greek-default-would-be-worse-than-lehman-brothers-collapse.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-05-25,Why a Greek Default Would be Worse Than Lehman Brothers' Collapse,bearish
430,https://www.cnbc.com/2011/09/28/fear-and-loathing-in-the-euro-zone.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-09-28,Fear and Loathing in the Euro Zone,bearish
431,https://cincodias.elpais.com/cincodias/2011/08/10/mercados/1313191602_850215.html,^STOXX50E,Euro Stoxx 50,caidas crisis deuda soberana europea,2011-08-10,La banca francesa empuja a las Bolsas a otra jornada negra,bearish
